,Edad,Mujer,Combat.hunterX,Emotion.hunterX,Qual.hunterX,Duration.hunterX,Rating.hunterX,Combat.dragonball,Emotion.dragonball,Qual.dragonball,Duration.dragonball,Rating.dragonball,Combat.naruto,Emotion.naruto,Qual.naruto,Duration.naruto,Rating.naruto,Combat.bnha,Emotion.bnha,Qual.bnha,Duration.bnha,Rating.bnha
10269,25,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6631,44,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2835,25,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11082,41,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8630,25,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2233,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3050,31,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11030,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4681,36,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
400,44,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3860,43,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11644,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3872,48,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
4881,39,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5186,47,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6200,44,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2804,36,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6984,43,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4091,43,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4608,45,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1023,38,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3298,32,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9535,42,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8469,30,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
59,47,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9480,49,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7639,36,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5758,24,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4982,41,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9840,38,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1328,25,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6660,42,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3351,35,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11985,48,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
168,35,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3279,43,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10223,30,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5665,47,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11089,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7766,33,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1550,42,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1009,39,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8490,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2554,40,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7590,41,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1612,49,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2737,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3455,33,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7623,35,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10699,41,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8327,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
648,34,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6061,25,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2862,39,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
879,45,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9320,32,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3837,47,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4828,48,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2303,29,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6253,29,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1624,33,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
550,41,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3948,34,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6935,30,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9974,38,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6700,26,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4502,26,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5294,48,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8198,33,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
211,24,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10028,38,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5677,44,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9622,26,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3232,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10528,25,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6385,49,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3543,32,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
68,47,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1438,30,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2515,43,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2868,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3963,39,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8170,30,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6576,29,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10073,38,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
696,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8725,33,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3942,35,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4551,46,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11730,25,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10212,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4381,34,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9053,39,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1314,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6782,40,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8421,38,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5553,28,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9635,36,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3979,37,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5023,28,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
12,41,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
772,28,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
818,41,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11281,42,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2784,41,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1346,33,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10377,31,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
453,35,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
10084,36,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11625,41,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1656,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3457,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4245,48,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11087,41,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9895,49,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
37,42,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11121,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5003,39,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1043,43,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2908,44,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6504,48,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
940,38,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4320,27,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7592,41,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10316,46,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9248,37,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5118,30,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11067,32,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8095,24,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
7163,34,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
538,24,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5339,29,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1153,37,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1400,24,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5883,40,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10687,44,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
30,41,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11073,32,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2267,29,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10390,33,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8019,26,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8492,31,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3677,37,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2470,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9356,48,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5556,33,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4740,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6723,29,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8664,42,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5835,25,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
5441,29,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1092,48,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
266,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
1108,34,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9178,46,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
10851,32,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3229,38,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8455,26,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6975,24,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8740,26,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3319,28,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9920,37,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1739,44,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
230,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10509,46,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
898,44,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5762,45,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7135,41,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8132,43,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7100,28,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6663,42,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4755,36,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8975,40,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1563,43,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4112,44,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9058,39,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3071,44,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9341,48,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11756,26,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9314,32,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3433,40,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8786,47,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9505,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10725,44,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11124,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5147,41,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7095,28,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7852,42,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8390,40,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9321,32,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11490,44,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3573,41,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5844,34,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10739,28,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9412,39,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3375,29,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2840,25,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7609,26,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6470,33,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4292,38,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10415,49,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4415,28,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9278,44,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7144,37,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11055,38,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3614,39,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2213,29,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8753,47,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5803,31,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9574,27,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4301,47,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2111,25,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6578,29,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10869,42,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11331,42,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9378,26,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10836,46,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9690,26,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9790,29,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6021,37,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9630,36,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9615,26,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
355,44,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1429,30,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6948,32,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8488,31,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8678,25,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11129,48,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
332,35,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9038,32,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10715,35,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
964,37,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8098,24,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4991,41,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3281,43,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
7837,31,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2544,40,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5361,47,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
6720,29,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
2885,48,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9845,38,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2178,26,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6069,25,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4901,49,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4877,39,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3123,31,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9620,26,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
1544,29,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
5015,36,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11408,46,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8606,39,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4429,42,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8878,49,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6224,45,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7949,45,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11368,32,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5419,43,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
6050,30,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11418,28,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10828,24,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
7903,40,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1561,43,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4914,34,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11298,43,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6088,47,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1095,48,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9589,25,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3287,43,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9923,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10855,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2605,49,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1392,24,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4489,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10370,31,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
752,24,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7018,32,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3737,40,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11733,25,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
10237,40,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3215,35,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6323,28,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1777,29,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4113,44,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1770,24,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10216,30,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11673,37,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3022,46,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
3012,46,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10943,49,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5502,30,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
8055,44,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4347,39,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
4407,28,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
527,45,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
